                  epoch,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/cls_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    197,                 5.9287,                0.37147,                0.41534,                0.32941,                0.08869,                 3.9369,             3.4673e-05,             3.4673e-05,             3.4673e-05
                    198,                 5.9375,                0.37792,                0.41224,                0.33416,                0.08979,                 3.9248,              3.434e-05,              3.434e-05,              3.434e-05
                    199,                 5.9388,                0.38443,                 0.4059,                 0.3342,                0.09028,                 3.9379,             3.4007e-05,             3.4007e-05,             3.4007e-05
                    200,                 5.9469,                0.37807,                0.42019,                0.33209,                0.08995,                 3.9291,             3.3673e-05,             3.3673e-05,             3.3673e-05
                    201,                 5.9536,                0.38046,                0.41225,                0.33354,                0.09012,                 3.9302,              3.334e-05,              3.334e-05,              3.334e-05
                    202,                 5.9284,                0.38523,                0.40777,                0.33859,                0.09077,                 3.9175,             3.3007e-05,             3.3007e-05,             3.3007e-05
                    203,                 5.9309,                0.39566,                0.40667,                0.34223,                 0.0911,                 3.9062,             3.2673e-05,             3.2673e-05,             3.2673e-05
                    204,                 5.9337,                0.38938,                 0.4161,                0.33962,                0.09086,                 3.9113,              3.234e-05,              3.234e-05,              3.234e-05
                    205,                 5.9164,                0.37584,                0.42853,                0.33514,                0.09082,                 3.9183,             3.2007e-05,             3.2007e-05,             3.2007e-05
                    206,                 5.9447,                0.38387,                 0.4155,                0.33694,                0.09031,                 3.9206,             3.1674e-05,             3.1674e-05,             3.1674e-05
                    207,                 5.9341,                0.38127,                0.42282,                0.33485,                0.08981,                  3.918,              3.134e-05,              3.134e-05,              3.134e-05
                    208,                 5.9215,                0.37789,                0.41671,                0.33512,                0.09094,                 3.9243,             3.1007e-05,             3.1007e-05,             3.1007e-05
                    209,                 5.9387,                0.39133,                0.41216,                0.33396,                0.08997,                 3.9164,             3.0674e-05,             3.0674e-05,             3.0674e-05
                    210,                 5.9332,                0.38464,                0.40156,                0.33506,                0.09081,                 3.9108,              3.034e-05,              3.034e-05,              3.034e-05
                    211,                  5.918,                0.38489,                0.41353,                0.33892,                 0.0915,                 3.9143,             3.0007e-05,             3.0007e-05,             3.0007e-05
                    212,                 5.9359,                0.39272,                0.41673,                0.33831,                0.09154,                 3.9172,             2.9674e-05,             2.9674e-05,             2.9674e-05
                    213,                 5.9267,                0.37904,                0.41773,                 0.3386,                0.09055,                 3.9193,              2.934e-05,              2.934e-05,              2.934e-05
                    214,                 5.9129,                0.37569,                0.42083,                0.34215,                0.09078,                 3.9093,             2.9007e-05,             2.9007e-05,             2.9007e-05
                    215,                 5.9216,                0.38021,                0.41622,                0.34112,                0.09074,                 3.9201,             2.8674e-05,             2.8674e-05,             2.8674e-05
                    216,                 5.9144,                0.37523,                 0.4141,                0.33536,                0.09029,                  3.914,              2.834e-05,              2.834e-05,              2.834e-05
                    217,                 5.9221,                0.38606,                0.40425,                0.33811,                0.09084,                 3.9181,             2.8007e-05,             2.8007e-05,             2.8007e-05
                    218,                 5.9114,                 0.3868,                0.41262,                0.33713,                0.09068,                 3.9167,             2.7674e-05,             2.7674e-05,             2.7674e-05
                    219,                 5.8946,                0.37352,                0.41711,                0.33803,                   0.09,                 3.9086,             2.7341e-05,             2.7341e-05,             2.7341e-05
                    220,                 5.9074,                0.38588,                0.41609,                0.33551,                0.09048,                 3.9128,             2.7007e-05,             2.7007e-05,             2.7007e-05
                    221,                 5.8978,                0.38228,                0.41848,                0.33876,                0.09131,                 3.9075,             2.6674e-05,             2.6674e-05,             2.6674e-05
                    222,                 5.9062,                0.37724,                0.41275,                0.33879,                0.09172,                 3.9087,             2.6341e-05,             2.6341e-05,             2.6341e-05
                    223,                 5.9081,                0.37158,                0.42106,                0.33857,                0.09223,                 3.9118,             2.6007e-05,             2.6007e-05,             2.6007e-05
                    224,                  5.928,                0.36703,                0.42453,                0.33553,                0.09135,                 3.9193,             2.5674e-05,             2.5674e-05,             2.5674e-05
                    225,                 5.9253,                0.37413,                0.41669,                0.33761,                0.09136,                   3.91,             2.5341e-05,             2.5341e-05,             2.5341e-05
                    226,                 5.9009,                 0.3692,                0.42505,                0.33963,                 0.0911,                 3.9168,             2.5008e-05,             2.5008e-05,             2.5008e-05
                    227,                 5.9109,                0.37174,                0.42603,                0.33892,                0.09187,                 3.9129,             2.4674e-05,             2.4674e-05,             2.4674e-05
                    228,                 5.9132,                0.37064,                 0.4217,                0.33741,                0.09085,                 3.8982,             2.4341e-05,             2.4341e-05,             2.4341e-05
                    229,                 5.9094,                0.36938,                0.42083,                0.34146,                0.09152,                 3.9036,             2.4008e-05,             2.4008e-05,             2.4008e-05
                    230,                 5.8957,                0.38069,                0.40852,                0.34291,                0.09179,                 3.8982,             2.3674e-05,             2.3674e-05,             2.3674e-05
                    231,                 5.8941,                0.37508,                0.42696,                0.34194,                0.09244,                 3.8981,             2.3341e-05,             2.3341e-05,             2.3341e-05
                    232,                 5.8965,                0.37038,                0.42058,                0.33803,                0.09138,                 3.9007,             2.3008e-05,             2.3008e-05,             2.3008e-05
                    233,                 5.9101,                0.37201,                0.42728,                0.33898,                 0.0905,                 3.9044,             2.2674e-05,             2.2674e-05,             2.2674e-05
                    234,                 5.9199,                 0.3718,                0.42713,                0.33428,                0.09048,                 3.9011,             2.2341e-05,             2.2341e-05,             2.2341e-05
                    235,                 5.9175,                0.37665,                0.42864,                0.33586,                0.09092,                 3.9098,             2.2008e-05,             2.2008e-05,             2.2008e-05
                    236,                 5.8927,                0.39668,                0.39914,                0.33994,                0.09118,                 3.9117,             2.1675e-05,             2.1675e-05,             2.1675e-05
                    237,                 5.8895,                0.38624,                0.41374,                0.34049,                 0.0915,                  3.909,             2.1341e-05,             2.1341e-05,             2.1341e-05
                    238,                 5.8904,                0.38218,                0.41522,                0.33902,                0.09115,                 3.8944,             2.1008e-05,             2.1008e-05,             2.1008e-05
                    239,                 5.9073,                0.37977,                 0.4115,                0.33581,                0.09073,                 3.9003,             2.0675e-05,             2.0675e-05,             2.0675e-05
                    240,                 5.8993,                0.38978,                0.40155,                0.33697,                 0.0912,                 3.9094,             2.0341e-05,             2.0341e-05,             2.0341e-05
                    241,                 5.9012,                0.38034,                0.40222,                0.33628,                0.09115,                  3.905,             2.0008e-05,             2.0008e-05,             2.0008e-05
                    242,                  5.908,                0.38416,                0.40267,                0.33549,                0.09019,                 3.9015,             1.9675e-05,             1.9675e-05,             1.9675e-05
                    243,                 5.8748,                0.37335,                0.40689,                0.33338,                0.09067,                 3.9059,             1.9341e-05,             1.9341e-05,             1.9341e-05
                    244,                 5.8778,                0.37846,                0.40676,                0.33734,                0.09143,                 3.9025,             1.9008e-05,             1.9008e-05,             1.9008e-05
                    245,                 5.9047,                0.38691,                0.40206,                0.33889,                0.09169,                 3.9019,             1.8675e-05,             1.8675e-05,             1.8675e-05
                    246,                 5.9007,                0.38842,                0.39873,                0.34085,                0.09189,                 3.8928,             1.8342e-05,             1.8342e-05,             1.8342e-05
                    247,                 5.8748,                0.38398,                 0.4081,                0.34359,                0.09262,                 3.8948,             1.8008e-05,             1.8008e-05,             1.8008e-05
                    248,                 5.8903,                0.39546,                0.40255,                0.34193,                0.09197,                 3.8904,             1.7675e-05,             1.7675e-05,             1.7675e-05
                    249,                 5.8958,                0.39693,                0.40168,                0.33888,                0.09192,                 3.9029,             1.7342e-05,             1.7342e-05,             1.7342e-05
                    250,                 5.8794,                0.38298,                0.41274,                0.33776,                0.09152,                 3.8978,             1.7008e-05,             1.7008e-05,             1.7008e-05
                    251,                 5.8909,                0.39236,                0.40776,                0.34119,                0.09233,                 3.8974,             1.6675e-05,             1.6675e-05,             1.6675e-05
                    252,                 5.8846,                0.38617,                0.41397,                0.33985,                0.09183,                 3.9035,             1.6342e-05,             1.6342e-05,             1.6342e-05
                    253,                 5.9027,                0.38305,                0.42106,                0.33767,                0.09148,                 3.8935,             1.6008e-05,             1.6008e-05,             1.6008e-05
                    254,                 5.8888,                 0.3883,                0.40963,                0.33819,                0.09177,                 3.8866,             1.5675e-05,             1.5675e-05,             1.5675e-05
                    255,                 5.8888,                0.39145,                0.41696,                 0.3416,                0.09204,                 3.8891,             1.5342e-05,             1.5342e-05,             1.5342e-05
                    256,                 5.8794,                0.38926,                0.41894,                0.34054,                0.09253,                 3.9012,             1.5009e-05,             1.5009e-05,             1.5009e-05
                    257,                 5.9045,                0.38035,                0.42069,                0.33913,                0.09236,                 3.8916,             1.4675e-05,             1.4675e-05,             1.4675e-05
                    258,                 5.8845,                0.38657,                0.41721,                0.33963,                0.09182,                  3.897,             1.4342e-05,             1.4342e-05,             1.4342e-05
                    259,                 5.8809,                0.38103,                0.41636,                0.34206,                0.09232,                 3.8932,             1.4009e-05,             1.4009e-05,             1.4009e-05
                    260,                 5.8987,                0.37573,                0.42641,                0.33837,                 0.0921,                 3.9031,             1.3675e-05,             1.3675e-05,             1.3675e-05
                    261,                 5.8774,                0.37765,                0.41895,                0.34016,                0.09223,                 3.8911,             1.3342e-05,             1.3342e-05,             1.3342e-05
                    262,                 5.8686,                0.38176,                0.41696,                0.34228,                0.09231,                 3.8928,             1.3009e-05,             1.3009e-05,             1.3009e-05
                    263,                 5.8712,                0.39836,                0.40343,                0.34504,                0.09302,                 3.8874,             1.2675e-05,             1.2675e-05,             1.2675e-05
                    264,                 5.8767,                0.38384,                0.42218,                0.34062,                0.09178,                 3.8922,             1.2342e-05,             1.2342e-05,             1.2342e-05
                    265,                 5.8902,                0.37804,                0.42478,                0.34405,                0.09239,                 3.8985,             1.2009e-05,             1.2009e-05,             1.2009e-05
                    266,                 5.8862,                0.38288,                0.41808,                0.34344,                0.09285,                 3.8954,             1.1676e-05,             1.1676e-05,             1.1676e-05
                    267,                 5.8832,                 0.3885,                0.41548,                0.34404,                0.09285,                 3.8892,             1.1342e-05,             1.1342e-05,             1.1342e-05
                    268,                  5.903,                0.38851,                0.41486,                0.34502,                0.09283,                 3.8874,             1.1009e-05,             1.1009e-05,             1.1009e-05
                    269,                  5.907,                0.39023,                0.40998,                0.34273,                0.09292,                  3.891,             1.0676e-05,             1.0676e-05,             1.0676e-05
                    270,                 5.8662,                0.40245,                0.40878,                 0.3441,                0.09315,                 3.8863,             1.0342e-05,             1.0342e-05,             1.0342e-05
                    271,                 5.8771,                0.38654,                0.41813,                0.34289,                0.09293,                 3.8899,             1.0009e-05,             1.0009e-05,             1.0009e-05
                    272,                 5.8576,                0.38048,                0.43415,                0.34204,                0.09317,                 3.8833,             9.6757e-06,             9.6757e-06,             9.6757e-06
                    273,                  5.869,                0.37241,                0.42591,                0.34045,                0.09269,                 3.8876,             9.3424e-06,             9.3424e-06,             9.3424e-06
                    274,                 5.8733,                0.39175,                0.41313,                0.34237,                0.09312,                 3.8944,             9.0091e-06,             9.0091e-06,             9.0091e-06
                    275,                 5.8735,                0.39469,                0.40866,                 0.3422,                0.09375,                 3.8918,             8.6758e-06,             8.6758e-06,             8.6758e-06
                    276,                 5.8705,                 0.3842,                0.40398,                0.34046,                0.09278,                 3.8879,             8.3425e-06,             8.3425e-06,             8.3425e-06
                    277,                 5.8783,                0.39128,                0.39807,                0.34082,                0.09272,                 3.8874,             8.0092e-06,             8.0092e-06,             8.0092e-06
                    278,                 5.8671,                0.38399,                0.40044,                0.34055,                0.09291,                 3.8908,             7.6759e-06,             7.6759e-06,             7.6759e-06
                    279,                 5.8658,                0.37251,                0.41883,                0.34085,                0.09257,                 3.8935,             7.3426e-06,             7.3426e-06,             7.3426e-06
                    280,                 5.8749,                0.37866,                0.41257,                0.34049,                0.09215,                 3.8844,             7.0093e-06,             7.0093e-06,             7.0093e-06
                    281,                  5.873,                0.38364,                0.41621,                0.34231,                0.09286,                 3.8895,              6.676e-06,              6.676e-06,              6.676e-06
                    282,                 5.8798,                0.37773,                0.42429,                0.34238,                0.09305,                 3.8864,             6.3427e-06,             6.3427e-06,             6.3427e-06
                    283,                 5.8735,                0.38149,                0.41448,                0.34363,                0.09304,                 3.8939,             6.0094e-06,             6.0094e-06,             6.0094e-06
                    284,                  5.875,                0.38693,                0.39808,                0.34228,                0.09263,                 3.8936,             5.6761e-06,             5.6761e-06,             5.6761e-06
                    285,                 5.8706,                0.38367,                0.41831,                0.34291,                0.09332,                  3.888,             5.3428e-06,             5.3428e-06,             5.3428e-06
                    286,                 5.8616,                0.37493,                0.42627,                0.33753,                0.09169,                 3.8891,             5.0095e-06,             5.0095e-06,             5.0095e-06
                    287,                 5.8487,                0.38184,                0.42417,                0.34086,                0.09254,                 3.8856,             4.6762e-06,             4.6762e-06,             4.6762e-06
                    288,                 5.8536,                0.37627,                 0.4192,                0.33987,                0.09261,                 3.8909,             4.3429e-06,             4.3429e-06,             4.3429e-06
                    289,                 5.8688,                0.37535,                0.41546,                0.33843,                0.09266,                 3.8891,             4.0096e-06,             4.0096e-06,             4.0096e-06
                    290,                 5.8645,                0.38593,                0.41038,                0.34439,                0.09326,                 3.8879,             3.6763e-06,             3.6763e-06,             3.6763e-06
                    291,                 5.8759,                0.38282,                  0.417,                0.34279,                0.09302,                  3.886,              3.343e-06,              3.343e-06,              3.343e-06
                    292,                 5.8593,                0.37901,                0.42067,                0.34014,                0.09234,                 3.8845,             3.0097e-06,             3.0097e-06,             3.0097e-06
                    293,                 5.8813,                0.38802,                0.41895,                0.34294,                0.09336,                 3.8789,             2.6764e-06,             2.6764e-06,             2.6764e-06
                    294,                 5.8652,                0.37592,                0.42301,                0.34126,                0.09222,                 3.8885,             2.3431e-06,             2.3431e-06,             2.3431e-06
                    295,                 5.8541,                0.37265,                0.42838,                0.34148,                0.09264,                 3.8868,             2.0098e-06,             2.0098e-06,             2.0098e-06
                    296,                 5.8559,                 0.3707,                0.43286,                0.34214,                0.09261,                 3.8856,             1.6765e-06,             1.6765e-06,             1.6765e-06
                    297,                 5.8626,                0.37885,                0.42714,                0.34115,                0.09275,                 3.8842,             1.3432e-06,             1.3432e-06,             1.3432e-06
                    298,                 5.8506,                0.37333,                0.43858,                0.34211,                0.09322,                 3.8859,             1.0099e-06,             1.0099e-06,             1.0099e-06
                    299,                 5.8494,                0.36638,                 0.4315,                0.34067,                0.09311,                 3.8871,              6.766e-07,              6.766e-07,              6.766e-07
                    300,                 5.8624,                0.38468,                0.42415,                0.34386,                0.09355,                 3.8816,              3.433e-07,              3.433e-07,              3.433e-07
