                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 1.1039,                0.65965,                 1.6612,                0.96087,                0.92593,                0.97272,                0.70772,                 1.0686,                0.48266,                 1.6353,               0.005248,               0.005248,               0.005248
                    146,                 1.1173,                0.67078,                 1.6726,                0.96844,                0.92798,                0.97555,                0.70881,                 1.0687,                0.47216,                 1.6301,               0.005215,               0.005215,               0.005215
                    147,                 1.1092,                0.66211,                 1.6691,                0.95798,                0.93739,                0.97153,                0.71168,                 1.0613,                0.47474,                 1.6294,               0.005182,               0.005182,               0.005182
                    148,                 1.1099,                0.65845,                 1.6683,                0.97125,                0.93279,                0.97661,                0.70589,                  1.079,                0.46742,                 1.6482,               0.005149,               0.005149,               0.005149
                    149,                 1.1132,                0.66913,                 1.6731,                0.96391,                0.92686,                0.97387,                0.70688,                  1.071,                0.47527,                 1.6347,               0.005116,               0.005116,               0.005116
                    150,                 1.1019,                 0.6545,                 1.6563,                 0.9575,                0.93739,                0.97497,                0.71601,                 1.0466,                0.46712,                 1.6165,               0.005083,               0.005083,               0.005083
                    151,                 1.0993,                0.66102,                 1.6655,                0.96947,                0.92257,                0.97622,                0.71305,                 1.0578,                0.46911,                 1.6266,                0.00505,                0.00505,                0.00505
                    152,                 1.1022,                  0.659,                 1.6615,                0.95921,                0.93255,                0.97285,                0.71263,                  1.055,                0.47093,                 1.6138,               0.005017,               0.005017,               0.005017
                    153,                  1.101,                0.65579,                 1.6601,                0.96679,                0.92569,                0.97378,                0.71233,                 1.0552,                0.47201,                  1.624,               0.004984,               0.004984,               0.004984
                    154,                  1.093,                0.64624,                  1.652,                0.96939,                0.92175,                0.97376,                0.71315,                 1.0591,                0.47207,                 1.6239,               0.004951,               0.004951,               0.004951
                    155,                 1.1007,                0.65618,                 1.6589,                0.96684,                0.92411,                0.97323,                0.71322,                 1.0484,                0.46658,                 1.6119,               0.004918,               0.004918,               0.004918
                    156,                 1.0945,                0.64643,                 1.6473,                0.95413,                0.94215,                 0.9765,                0.71132,                 1.0703,                0.46688,                  1.628,               0.004885,               0.004885,               0.004885
                    157,                 1.0956,                0.64988,                 1.6497,                0.95865,                0.93208,                0.97275,                 0.7075,                 1.0693,                0.47169,                 1.6269,               0.004852,               0.004852,               0.004852
                    158,                 1.0909,                0.64739,                 1.6508,                0.96272,                0.93668,                0.97595,                0.72007,                 1.0321,                0.45652,                  1.595,               0.004819,               0.004819,               0.004819
                    159,                 1.0931,                0.64802,                 1.6456,                0.95102,                0.93889,                0.97436,                0.71968,                  1.044,                0.46205,                 1.5971,               0.004786,               0.004786,               0.004786
                    160,                 1.0927,                0.64886,                 1.6486,                0.96491,                 0.9261,                0.97366,                0.71757,                 1.0386,                0.46324,                 1.5929,               0.004753,               0.004753,               0.004753
                    161,                 1.0907,                0.65179,                 1.6509,                 0.9673,                 0.9287,                0.97565,                0.72195,                  1.018,                0.45942,                 1.5818,                0.00472,                0.00472,                0.00472
                    162,                 1.0893,                0.64516,                 1.6451,                 0.9593,                0.93103,                0.97393,                0.71405,                 1.0523,                0.46622,                 1.6106,               0.004687,               0.004687,               0.004687
                    163,                 1.0839,                0.64192,                 1.6352,                0.95464,                0.94501,                0.97685,                0.71833,                 1.0432,                0.46088,                 1.5951,               0.004654,               0.004654,               0.004654
                    164,                 1.0832,                0.64049,                 1.6381,                0.96129,                0.93617,                0.97503,                0.72283,                 1.0204,                 0.4568,                 1.5764,               0.004621,               0.004621,               0.004621
                    165,                 1.0821,                0.63992,                  1.638,                0.96315,                0.92991,                0.97428,                0.71609,                 1.0652,                0.46053,                 1.6153,               0.004588,               0.004588,               0.004588
                    166,                 1.0818,                0.63947,                 1.6316,                0.96496,                0.93226,                0.97357,                0.72283,                 1.0255,                  0.457,                 1.5846,               0.004555,               0.004555,               0.004555
                    167,                  1.082,                0.64179,                 1.6357,                0.95639,                0.93374,                0.97417,                0.72251,                 1.0269,                0.45777,                  1.587,               0.004522,               0.004522,               0.004522
                    168,                 1.0752,                0.63886,                 1.6324,                0.96265,                0.93763,                0.97506,                0.72017,                 1.0353,                0.45286,                 1.5937,               0.004489,               0.004489,               0.004489
                    169,                 1.0811,                0.64264,                 1.6361,                0.95799,                0.94441,                0.97652,                 0.7179,                 1.0395,                0.45564,                 1.5946,               0.004456,               0.004456,               0.004456
                    170,                 1.0776,                0.63883,                 1.6296,                0.96342,                0.93748,                0.97671,                0.71525,                 1.0547,                0.44981,                 1.6143,               0.004423,               0.004423,               0.004423
                    171,                 1.0778,                0.64282,                 1.6359,                0.96804,                0.93433,                0.97803,                0.72418,                 1.0259,                0.45176,                  1.588,                0.00439,                0.00439,                0.00439
                    172,                 1.0704,                0.62866,                 1.6209,                0.96061,                0.94038,                0.97781,                0.72418,                 1.0208,                0.44691,                 1.5844,               0.004357,               0.004357,               0.004357
                    173,                 1.0702,                 0.6317,                 1.6203,                0.96457,                0.94408,                0.97968,                0.72185,                 1.0343,                0.44668,                 1.5949,               0.004324,               0.004324,               0.004324
                    174,                  1.073,                0.64067,                 1.6294,                0.96269,                0.94053,                0.97804,                0.72812,                 1.0078,                0.44206,                  1.572,               0.004291,               0.004291,               0.004291
                    175,                 1.0746,                 0.6361,                 1.6288,                0.95785,                0.94336,                0.97679,                0.71847,                 1.0367,                0.44958,                 1.5953,               0.004258,               0.004258,               0.004258
                    176,                 1.0636,                 0.6291,                 1.6176,                0.96613,                0.93578,                0.97557,                0.72521,                 1.0048,                 0.4467,                 1.5662,               0.004225,               0.004225,               0.004225
                    177,                 1.0728,                0.63406,                 1.6273,                0.95644,                0.93962,                0.97465,                 0.7224,                  1.027,                0.45406,                 1.5933,               0.004192,               0.004192,               0.004192
                    178,                 1.0673,                0.63396,                 1.6205,                0.96569,                0.92941,                0.97643,                0.72073,                 1.0328,                0.44888,                 1.6009,               0.004159,               0.004159,               0.004159
                    179,                 1.0683,                0.63342,                 1.6213,                0.95819,                0.94214,                0.97744,                0.71932,                 1.0439,                0.45012,                  1.607,               0.004126,               0.004126,               0.004126
                    180,                 1.0623,                0.62683,                 1.6174,                0.96475,                0.93948,                0.97573,                0.72128,                 1.0378,                0.44522,                 1.6024,               0.004093,               0.004093,               0.004093
                    181,                 1.0639,                0.62286,                 1.6102,                0.95812,                0.95015,                0.97568,                0.72747,                 1.0258,                0.44421,                 1.5892,                0.00406,                0.00406,                0.00406
                    182,                 1.0622,                0.62612,                 1.6134,                0.96611,                0.93759,                 0.9756,                0.72399,                 1.0286,                0.44582,                 1.5929,               0.004027,               0.004027,               0.004027
                    183,                 1.0573,                0.62196,                 1.6094,                0.95984,                0.94068,                0.97755,                0.72313,                 1.0345,                0.44028,                 1.5933,               0.003994,               0.003994,               0.003994
                    184,                 1.0595,                0.62842,                 1.6125,                0.96788,                0.94061,                 0.9795,                0.72861,                 1.0133,                0.43356,                 1.5769,               0.003961,               0.003961,               0.003961
                    185,                 1.0567,                0.62523,                 1.6092,                0.96426,                0.94057,                 0.9788,                0.72946,                 1.0165,                0.43608,                 1.5786,               0.003928,               0.003928,               0.003928
                    186,                 1.0522,                0.61265,                 1.6015,                 0.9752,                0.94212,                0.97967,                0.73299,                 1.0076,                 0.4334,                 1.5686,               0.003895,               0.003895,               0.003895
                    187,                 1.0582,                0.62879,                 1.6104,                0.96937,                0.94289,                0.98055,                0.73306,                 1.0085,                0.42894,                 1.5683,               0.003862,               0.003862,               0.003862
                    188,                  1.055,                0.61984,                  1.605,                0.97027,                0.94203,                0.97971,                0.72772,                 1.0143,                0.43436,                 1.5779,               0.003829,               0.003829,               0.003829
                    189,                 1.0492,                0.61543,                 1.6028,                0.96857,                 0.9397,                0.97881,                0.72858,                 1.0156,                0.43223,                 1.5728,               0.003796,               0.003796,               0.003796
                    190,                 1.0535,                0.62288,                 1.6062,                0.96109,                 0.9497,                 0.9808,                0.72479,                 1.0318,                0.43419,                  1.588,               0.003763,               0.003763,               0.003763
                    191,                 1.0569,                0.62377,                 1.6059,                0.96528,                0.94697,                0.98171,                0.72938,                 1.0149,                0.43196,                 1.5658,                0.00373,                0.00373,                0.00373
                    192,                 1.0438,                0.61584,                 1.5949,                 0.9651,                0.94047,                0.98019,                0.72909,                 1.0179,                0.43322,                 1.5684,               0.003697,               0.003697,               0.003697
                    193,                 1.0439,                0.61244,                 1.5861,                0.96654,                0.94055,                0.97937,                0.73118,                 1.0117,                0.42951,                 1.5629,               0.003664,               0.003664,               0.003664
                    194,                 1.0468,                0.61684,                  1.596,                0.96095,                 0.9418,                 0.9799,                0.73086,                 1.0141,                0.42975,                 1.5655,               0.003631,               0.003631,               0.003631
                    195,                 1.0439,                0.61294,                 1.5928,                0.96115,                 0.9486,                 0.9786,                0.72772,                 1.0177,                0.43002,                  1.571,               0.003598,               0.003598,               0.003598
                    196,                 1.0414,                0.60935,                 1.5904,                0.96639,                0.93915,                0.97797,                0.72657,                 1.0237,                0.43317,                 1.5785,               0.003565,               0.003565,               0.003565
                    197,                 1.0424,                0.61338,                 1.5918,                0.96312,                0.94332,                 0.9782,                0.72979,                 1.0222,                0.42951,                 1.5706,               0.003532,               0.003532,               0.003532
                    198,                 1.0451,                0.61536,                 1.5939,                 0.9645,                 0.9391,                0.97626,                0.73108,                 1.0105,                 0.4302,                 1.5615,               0.003499,               0.003499,               0.003499
                    199,                 1.0386,                0.61031,                 1.5869,                0.95965,                0.94675,                0.97874,                0.72943,                 1.0278,                0.43024,                 1.5775,               0.003466,               0.003466,               0.003466
                    200,                 1.0485,                0.62178,                 1.5997,                 0.9633,                0.94333,                0.97894,                0.73605,                 1.0029,                0.42735,                 1.5542,               0.003433,               0.003433,               0.003433
                    201,                 1.0309,                0.60541,                 1.5811,                0.96521,                0.94201,                0.98073,                0.73623,                 1.0037,                0.42887,                 1.5558,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0434,                0.61427,                 1.5934,                0.96121,                0.94418,                0.97978,                0.73473,                 1.0027,                0.43008,                 1.5571,               0.003367,               0.003367,               0.003367
                    203,                 1.0377,                 0.6058,                 1.5798,                0.96623,                0.94622,                0.98041,                 0.7381,                0.99571,                0.42279,                 1.5474,               0.003334,               0.003334,               0.003334
                    204,                 1.0375,                0.61046,                 1.5863,                0.96243,                0.94783,                0.98213,                0.73446,                 1.0092,                0.42581,                 1.5546,               0.003301,               0.003301,               0.003301
                    205,                 1.0318,                0.60658,                 1.5819,                0.96257,                 0.9466,                0.97891,                0.73592,                 1.0125,                0.42435,                 1.5608,               0.003268,               0.003268,               0.003268
                    206,                 1.0322,                0.60507,                  1.582,                0.96331,                0.95105,                0.98009,                0.73483,                 1.0097,                0.42151,                 1.5586,               0.003235,               0.003235,               0.003235
                    207,                 1.0311,                0.60372,                 1.5815,                0.96353,                0.94946,                0.97954,                0.73292,                 1.0118,                0.42272,                 1.5649,               0.003202,               0.003202,               0.003202
                    208,                 1.0253,                0.59981,                 1.5739,                0.96135,                0.95044,                0.98047,                0.73322,                 1.0105,                0.42306,                 1.5661,               0.003169,               0.003169,               0.003169
                    209,                 1.0299,                0.60728,                 1.5817,                0.96106,                0.94675,                0.97748,                0.72977,                 1.0218,                0.42584,                 1.5769,               0.003136,               0.003136,               0.003136
                    210,                 1.0279,                0.60191,                 1.5818,                0.96166,                0.95235,                0.97874,                0.73898,                0.99501,                0.42307,                 1.5526,               0.003103,               0.003103,               0.003103
                    211,                 1.0254,                0.59951,                 1.5735,                0.96276,                0.95078,                0.97925,                0.73344,                 1.0089,                 0.4246,                 1.5638,                0.00307,                0.00307,                0.00307
                    212,                 1.0271,                0.60301,                  1.571,                0.96276,                0.94721,                0.97796,                0.73206,                 1.0166,                0.42567,                  1.573,               0.003037,               0.003037,               0.003037
                    213,                 1.0226,                0.60009,                  1.573,                0.96254,                0.94882,                0.97927,                0.73417,                 1.0088,                0.42554,                 1.5638,               0.003004,               0.003004,               0.003004
                    214,                  1.024,                0.60278,                 1.5757,                0.95857,                0.94886,                 0.9798,                 0.7333,                 1.0157,                0.42673,                 1.5685,               0.002971,               0.002971,               0.002971
                    215,                 1.0226,                0.59888,                 1.5732,                0.95851,                0.95205,                 0.9792,                0.73555,                 1.0011,                0.42353,                 1.5544,               0.002938,               0.002938,               0.002938
                    216,                 1.0216,                0.59428,                 1.5663,                0.96554,                0.94786,                0.97827,                0.73506,                0.99957,                0.41964,                 1.5521,               0.002905,               0.002905,               0.002905
                    217,                 1.0158,                0.59399,                  1.567,                0.96696,                0.94507,                0.97937,                0.73608,                 1.0052,                0.42291,                 1.5566,               0.002872,               0.002872,               0.002872
                    218,                 1.0167,                0.59541,                 1.5634,                0.95868,                0.94957,                 0.9804,                0.73707,                0.99716,                0.42274,                 1.5511,               0.002839,               0.002839,               0.002839
                    219,                 1.0092,                0.59016,                  1.553,                0.96591,                0.94857,                0.98037,                 0.7343,                  1.007,                0.41788,                 1.5593,               0.002806,               0.002806,               0.002806
                    220,                 1.0162,                0.59159,                 1.5639,                0.96481,                0.95044,                0.97854,                0.73493,                 1.0021,                0.41756,                 1.5568,               0.002773,               0.002773,               0.002773
                    221,                 1.0178,                 0.6001,                  1.571,                0.96332,                0.94921,                0.97805,                0.73676,                  1.001,                0.41681,                 1.5604,                0.00274,                0.00274,                0.00274
                    222,                  1.014,                0.59028,                 1.5563,                0.96497,                0.95156,                 0.9801,                0.73351,                  1.012,                0.41426,                 1.5698,               0.002707,               0.002707,               0.002707
                    223,                 1.0099,                0.58748,                 1.5522,                0.96981,                 0.9479,                0.98126,                 0.7373,                 1.0032,                0.41594,                 1.5617,               0.002674,               0.002674,               0.002674
                    224,                 1.0084,                 0.5894,                 1.5511,                0.96802,                 0.9538,                0.98256,                0.73996,                0.99742,                0.41394,                 1.5519,               0.002641,               0.002641,               0.002641
                    225,                 1.0095,                 0.5888,                 1.5542,                 0.9681,                0.95123,                0.98184,                0.74367,                0.98722,                0.41275,                 1.5433,               0.002608,               0.002608,               0.002608
                    226,                 1.0139,                0.59249,                 1.5618,                0.97096,                 0.9526,                0.98114,                0.73893,                 0.9964,                0.41118,                 1.5519,               0.002575,               0.002575,               0.002575
                    227,                 1.0078,                0.59107,                 1.5505,                0.96716,                0.95024,                0.98107,                0.73808,                 1.0001,                0.41207,                 1.5519,               0.002542,               0.002542,               0.002542
                    228,                 1.0113,                0.59428,                 1.5555,                0.96579,                0.95545,                0.98208,                0.74273,                0.98734,                0.41042,                 1.5385,               0.002509,               0.002509,               0.002509
                    229,                 1.0069,                0.59224,                 1.5534,                 0.9668,                0.95177,                0.98084,                0.73882,                0.99672,                0.41332,                 1.5472,               0.002476,               0.002476,               0.002476
                    230,                 1.0094,                0.59389,                 1.5582,                0.96681,                0.95205,                0.98067,                0.73811,                0.99869,                0.41452,                 1.5469,               0.002443,               0.002443,               0.002443
                    231,                 1.0025,                0.58889,                 1.5476,                0.96866,                0.95403,                0.98157,                0.74099,                0.98777,                0.40845,                 1.5381,                0.00241,                0.00241,                0.00241
                    232,                 1.0079,                0.58315,                  1.553,                0.97222,                 0.9526,                0.98093,                0.74112,                0.99625,                0.40964,                 1.5483,               0.002377,               0.002377,               0.002377
                    233,                 1.0015,                0.58808,                 1.5438,                0.97049,                0.95296,                0.98131,                0.74224,                0.99372,                0.40774,                  1.543,               0.002344,               0.002344,               0.002344
                    234,                 1.0031,                0.58638,                 1.5502,                0.96479,                0.95819,                0.98133,                0.74191,                0.99369,                0.40691,                 1.5445,               0.002311,               0.002311,               0.002311
                    235,                0.99984,                0.58386,                 1.5468,                0.97288,                0.95233,                0.98105,                 0.7408,                0.99959,                 0.4078,                  1.552,               0.002278,               0.002278,               0.002278
                    236,                 1.0002,                0.58214,                 1.5432,                0.96952,                0.95306,                0.98336,                0.74417,                0.99373,                0.40789,                 1.5445,               0.002245,               0.002245,               0.002245
                    237,                0.99577,                0.58218,                 1.5405,                0.96896,                0.95629,                0.98292,                0.74011,                0.99989,                0.40939,                 1.5517,               0.002212,               0.002212,               0.002212
                    238,                 1.0039,                0.58522,                 1.5486,                 0.9703,                0.95413,                0.98233,                0.74073,                0.99299,                0.40889,                 1.5464,               0.002179,               0.002179,               0.002179
                    239,                0.99641,                0.58104,                  1.543,                0.96975,                 0.9516,                0.98162,                0.73893,                 1.0019,                 0.4134,                 1.5541,               0.002146,               0.002146,               0.002146
                    240,                0.99437,                0.57827,                 1.5378,                0.96588,                0.95298,                 0.9816,                0.74103,                0.99719,                0.41148,                  1.552,               0.002113,               0.002113,               0.002113
                    241,                0.99952,                0.58314,                  1.542,                0.97079,                0.95409,                 0.9812,                0.74171,                0.99544,                0.40968,                 1.5502,                0.00208,                0.00208,                0.00208
                    242,                0.99051,                0.58014,                 1.5335,                0.97175,                0.95313,                 0.9817,                 0.7438,                0.98561,                0.40789,                 1.5409,               0.002047,               0.002047,               0.002047
                    243,                 0.9883,                0.57814,                 1.5346,                0.96961,                0.95522,                0.98211,                0.74374,                 0.9864,                0.40618,                 1.5393,               0.002014,               0.002014,               0.002014
                    244,                0.99199,                0.57591,                 1.5318,                0.96433,                0.95902,                0.98176,                0.74353,                0.98855,                0.40387,                 1.5409,               0.001981,               0.001981,               0.001981
                    245,                0.98279,                0.56989,                 1.5261,                0.96646,                0.95827,                 0.9828,                0.74305,                0.99362,                0.40453,                 1.5464,               0.001948,               0.001948,               0.001948
                    246,                0.99698,                0.58166,                 1.5424,                0.97079,                0.95554,                0.98188,                0.74286,                0.98768,                0.40354,                 1.5424,               0.001915,               0.001915,               0.001915
                    247,                0.98853,                 0.5789,                 1.5345,                0.97013,                0.95728,                0.98229,                0.74353,                0.98433,                0.40399,                 1.5389,               0.001882,               0.001882,               0.001882
                    248,                0.98741,                0.57737,                 1.5337,                0.97199,                  0.958,                0.98303,                0.74438,                 0.9889,                0.40282,                 1.5436,               0.001849,               0.001849,               0.001849
                    249,                0.98419,                0.57288,                  1.528,                0.97173,                0.96003,                0.98341,                0.74373,                0.98443,                0.40181,                 1.5417,               0.001816,               0.001816,               0.001816
                    250,                0.98881,                0.57463,                 1.5294,                0.96881,                0.96036,                0.98368,                0.74246,                0.99344,                0.40451,                 1.5508,               0.001783,               0.001783,               0.001783
                    251,                0.98501,                0.56844,                 1.5279,                0.96786,                0.95939,                0.98361,                0.74347,                0.98893,                0.40265,                 1.5462,                0.00175,                0.00175,                0.00175
                    252,                0.97883,                0.56642,                 1.5222,                0.96667,                 0.9582,                  0.982,                0.74607,                0.98156,                0.40173,                 1.5398,               0.001717,               0.001717,               0.001717
                    253,                0.97946,                 0.5693,                 1.5254,                0.96986,                0.95929,                0.98274,                0.74522,                0.98708,                0.40046,                 1.5469,               0.001684,               0.001684,               0.001684
                    254,                0.98343,                0.57662,                 1.5349,                0.96741,                0.96348,                0.98265,                0.74576,                  0.991,                0.40046,                 1.5493,               0.001651,               0.001651,               0.001651
                    255,                0.97966,                0.57271,                 1.5238,                0.96927,                0.96003,                0.98439,                0.74729,                0.99066,                0.39956,                 1.5485,               0.001618,               0.001618,               0.001618
                    256,                0.97835,                0.57248,                 1.5275,                0.96912,                0.95887,                0.98305,                0.74616,                0.98514,                0.40016,                 1.5431,               0.001585,               0.001585,               0.001585
                    257,                 0.9801,                0.56896,                 1.5261,                0.96876,                0.95852,                0.98304,                0.74735,                0.98248,                 0.3988,                 1.5397,               0.001552,               0.001552,               0.001552
                    258,                0.96722,                0.56313,                 1.5111,                 0.9695,                0.95888,                0.98241,                0.74587,                0.98679,                0.39959,                 1.5447,               0.001519,               0.001519,               0.001519
                    259,                0.98061,                0.57293,                 1.5245,                0.96891,                0.95596,                0.98182,                0.74684,                0.98329,                0.39908,                 1.5407,               0.001486,               0.001486,               0.001486
                    260,                0.97497,                0.57025,                  1.521,                0.97002,                 0.9592,                0.98204,                0.74545,                0.98489,                0.39974,                 1.5422,               0.001453,               0.001453,               0.001453
                    261,                0.97792,                0.56981,                 1.5239,                 0.9693,                0.95989,                0.98229,                0.74651,                0.98212,                 0.3995,                 1.5395,                0.00142,                0.00142,                0.00142
                    262,                0.97561,                0.56569,                 1.5173,                0.96844,                0.95879,                0.98295,                0.74692,                0.98021,                0.39952,                 1.5388,               0.001387,               0.001387,               0.001387
                    263,                 0.9754,                0.56859,                 1.5201,                0.96919,                0.95976,                0.98185,                0.74666,                0.98109,                0.39942,                 1.5386,               0.001354,               0.001354,               0.001354
                    264,                0.97497,                0.56786,                 1.5201,                0.96755,                0.95953,                0.98314,                0.74772,                0.98158,                0.39932,                 1.5387,               0.001321,               0.001321,               0.001321
                    265,                0.96926,                0.56848,                 1.5163,                0.96778,                0.96099,                0.98273,                 0.7468,                0.98191,                0.39878,                 1.5388,               0.001288,               0.001288,               0.001288
                    266,                0.97273,                0.56626,                 1.5181,                0.96892,                0.96174,                0.98388,                0.74965,                0.97349,                0.39735,                 1.5307,               0.001255,               0.001255,               0.001255
                    267,                0.96137,                0.55896,                 1.5062,                0.96801,                 0.9615,                0.98381,                 0.7501,                0.97616,                0.39713,                 1.5338,               0.001222,               0.001222,               0.001222
                    268,                0.96711,                0.56445,                 1.5148,                0.96581,                0.96348,                0.98272,                0.75013,                 0.9779,                0.39805,                 1.5369,               0.001189,               0.001189,               0.001189
                    269,                0.96509,                0.55767,                 1.5074,                0.96828,                0.96501,                0.98351,                0.74874,                0.98024,                0.39912,                 1.5397,               0.001156,               0.001156,               0.001156
                    270,                0.96854,                 0.5655,                 1.5177,                0.96878,                0.96543,                0.98415,                0.74811,                0.98288,                0.39839,                 1.5423,               0.001123,               0.001123,               0.001123
                    271,                0.96314,                0.55799,                 1.5091,                0.97016,                0.96233,                0.98362,                0.74919,                0.98121,                0.39804,                 1.5403,                0.00109,                0.00109,                0.00109
                    272,                0.97144,                0.56831,                 1.5182,                0.97234,                0.95533,                0.98304,                0.74956,                0.97785,                0.39836,                 1.5369,               0.001057,               0.001057,               0.001057
                    273,                0.96287,                0.56312,                 1.5089,                0.96459,                0.95963,                0.98212,                0.74805,                0.97875,                  0.398,                 1.5379,               0.001024,               0.001024,               0.001024
                    274,                0.96644,                0.56326,                 1.5096,                0.96637,                0.96185,                0.98261,                0.74911,                0.97674,                 0.3967,                 1.5364,               0.000991,               0.000991,               0.000991
                    275,                0.96237,                0.56341,                 1.5077,                0.96703,                0.96042,                0.98224,                 0.7487,                0.97895,                0.39731,                 1.5373,               0.000958,               0.000958,               0.000958
                    276,                0.95674,                0.56125,                 1.5016,                0.96983,                0.96069,                0.98383,                 0.7504,                0.97416,                0.39552,                 1.5329,               0.000925,               0.000925,               0.000925
                    277,                0.95379,                0.55651,                 1.4968,                0.96864,                0.96038,                0.98374,                0.75038,                0.97615,                0.39602,                 1.5344,               0.000892,               0.000892,               0.000892
                    278,                0.95414,                0.55463,                 1.5009,                0.97136,                0.95491,                 0.9829,                0.75008,                0.97609,                0.39663,                 1.5339,               0.000859,               0.000859,               0.000859
                    279,                0.96249,                 0.5626,                 1.5088,                0.97212,                0.95765,                0.98374,                0.75163,                0.97126,                0.39657,                 1.5289,               0.000826,               0.000826,               0.000826
                    280,                0.96135,                 0.5615,                 1.5064,                0.97131,                0.95564,                0.98194,                0.75106,                0.97027,                 0.3958,                  1.528,               0.000793,               0.000793,               0.000793
                    281,                 0.9504,                 0.5571,                 1.4993,                0.97377,                0.95538,                0.98271,                0.75209,                0.96957,                0.39561,                 1.5269,                0.00076,                0.00076,                0.00076
                    282,                0.95743,                0.56079,                 1.5063,                0.96965,                0.95918,                0.98277,                0.75137,                0.97176,                0.39619,                 1.5297,               0.000727,               0.000727,               0.000727
                    283,                0.94972,                0.55168,                 1.4949,                0.97167,                0.95821,                0.98279,                 0.7516,                0.97015,                 0.3951,                 1.5288,               0.000694,               0.000694,               0.000694
                    284,                0.95548,                0.56092,                 1.5043,                0.96959,                0.96099,                0.98318,                0.75127,                0.97022,                0.39549,                  1.529,               0.000661,               0.000661,               0.000661
                    285,                0.94796,                0.55537,                 1.4979,                 0.9694,                0.95814,                0.98272,                0.74897,                0.97641,                0.39681,                  1.535,               0.000628,               0.000628,               0.000628
                    286,                 0.9519,                 0.5512,                 1.4939,                0.96662,                0.96029,                0.98349,                0.75208,                0.97169,                0.39542,                 1.5305,               0.000595,               0.000595,               0.000595
                    287,                 0.9532,                0.55329,                 1.4957,                0.96685,                 0.9609,                0.98295,                0.75105,                0.97284,                0.39569,                 1.5313,               0.000562,               0.000562,               0.000562
                    288,                0.94681,                0.55151,                   1.49,                0.96641,                  0.962,                0.98283,                0.75409,                0.96826,                0.39386,                 1.5265,               0.000529,               0.000529,               0.000529
                    289,                0.94794,                0.54966,                 1.4894,                 0.9679,                0.95827,                0.98261,                0.75259,                0.97121,                0.39507,                 1.5295,               0.000496,               0.000496,               0.000496
                    290,                0.95078,                0.55528,                 1.4974,                0.97345,                 0.9531,                0.98252,                0.75283,                0.96846,                0.39468,                  1.527,               0.000463,               0.000463,               0.000463
                    291,                0.85783,                0.41907,                 1.4422,                0.97224,                0.95484,                0.98307,                0.75193,                0.96648,                0.39561,                 1.5244,                0.00043,                0.00043,                0.00043
                    292,                0.81585,                0.38955,                 1.4016,                0.97156,                0.95587,                0.98271,                0.75287,                 0.9638,                 0.3948,                 1.5211,               0.000397,               0.000397,               0.000397
                    293,                0.80256,                0.38132,                  1.384,                0.97147,                0.95845,                 0.9826,                0.75217,                0.96583,                0.39439,                 1.5223,               0.000364,               0.000364,               0.000364
                    294,                0.79764,                0.37981,                 1.3775,                0.97344,                0.95697,                0.98309,                0.75236,                0.96501,                 0.3941,                 1.5217,               0.000331,               0.000331,               0.000331
                    295,                0.78832,                0.37447,                 1.3696,                 0.9741,                0.95742,                0.98377,                0.75284,                0.96596,                 0.3932,                 1.5225,               0.000298,               0.000298,               0.000298
                    296,                0.79384,                 0.3761,                 1.3764,                0.97531,                0.95506,                0.98326,                0.75366,                0.96536,                0.39306,                 1.5222,               0.000265,               0.000265,               0.000265
                    297,                0.79127,                0.37777,                 1.3726,                 0.9731,                0.95818,                0.98407,                0.75294,                0.96667,                0.39283,                 1.5235,               0.000232,               0.000232,               0.000232
                    298,                0.78714,                0.37508,                 1.3706,                0.97242,                0.96011,                0.98287,                0.75347,                0.96616,                0.39238,                 1.5231,               0.000199,               0.000199,               0.000199
                    299,                0.78607,                0.37467,                 1.3693,                0.97302,                 0.9595,                0.98294,                0.75389,                0.96651,                0.39217,                 1.5233,               0.000166,               0.000166,               0.000166
                    300,                0.78015,                0.37002,                 1.3608,                0.97131,                0.96051,                0.98299,                0.75438,                0.96547,                0.39189,                 1.5224,               0.000133,               0.000133,               0.000133
